page,text,x,y
381,"• Market launch of 10 insurance products for a major 
",396.19,67.44768
381,"marketplace. 
",409.75,54.84768
382,"Benchmark on the processing of customer requests
",70.8,379.28
382,"Bank - Revenue (2012) = € 23.6 billion - 36 M customers
",221.57,326.91799999999995
382,"CONTEXT AND OBJECTIVES
",14.184,302.01
382,"• The banking group, which is oriented sales rather than client, has a large number 
",14.4,280.49
382,"•
",14.4,252.02768
382,"of unprocessed requests that generate clients dissatisfaction.
In this context, VERTONE is solicited to complete and enrich the group's vision on 
client request processing models.
",27.96,267.908
382,"Dispatch of requests in agencies
",474.55,295.45000000000005
382,"MAIN STEPS OF THE PROJECT
",14.184,177.79
382,"• Achieve 16 interviews in different sectors about processing of customer requests 
",14.424,156.23999999999998
382,"customer requests (support for advisers , service culture; piloting modes; 
alternative to treatment with an adviser etc.).
",27.984,143.64
382,"• Write reports of the interviews and communicate them to the client. 
• Realize a synthesis of the lessons of the benchmark by adding our points of view. 
",14.424,115.458
382,"RESULTS
",388.46,109.218
382,"• The client was fully satisfy by the synthesis and start to lead some 
project groups in order to implement some best practices in some 
agencies. 
",388.68,87.19200000000001
383,"Loyalty program performance analysis and optimization, for a retail bank
",70.92,379.28
383,"CONTEXT AND OBJECTIVES
",14.184,302.01
383,"• Our client has been offering its loyalty program to a large part of its clients for 
",14.4,280.49
383,"The loyalty program objectives
",476.98,297.028
383,"Bank – Revenue (2013) = € 8 billion - 11M customers
",229.49,326.91799999999995
383,"many years
In a global cost-killing context, VERTINE was asked to:
",27.96,267.908
383,"•
",14.4,252.02768
383,"• Establish the program performance 
•
",50.4,236.66
383,"Identify all should the program be shut down 
",63.96,221.05999999999997
383,"• Build different scenarios to reduce program costs while reducing impacts 
",50.4,205.45999999999998
383,"on the client
",63.96,192.878
383,"MAIN STEPS OF THE PROJECT
",14.184,176.078
383,"• Analyzed program performance regarding targets and objectives:
",14.424,154.51
383,"• Employees interviews 
• Clients and advisors satisfaction study 
• Program generosity analysis regarding the targets
",50.424,138.928
383,"• Qualified and quantified risks in a context of program cessation 
• Analyzed different options to reduce program costs:
",14.424,92.08800000000001
383,"• Reducing the bonus lifetime
• Reducing the number of bonus given
• Reducing the bonus value 
",50.424,60.864000000000004
383,"RESULTS
",388.46,109.218
383,"•
",388.68,86.95968
383,"Shared view of the program’s real performance
",402.24,87.19200000000001
383,"• Awareness of all departments about the loyalty program role and 
",388.68,71.568
383,"importance 
",402.24,58.968
383,"• Choice of one scenario to reduce costs (about 30% savings in 3 years), 
",388.68,43.368
383,"while keeping good clients generosity levels
",402.24,30.768
384,"Growth strategy for the money transfer offer of an international bank
",70.44,379.28
384,"CONTEXT AND OBJECTIVES
",14.184,302.01
384,"Mapping of international remittances flows
",453.17,299.588
384,"Bank - Revenue 2016 = 25,7 billion € - 30 M customers
",225.41,326.91799999999995
384,"• The international remittances market, whose yearly global value is now higher 
than official development assistance, has been continuously growing since the 
beginning of the 2000’s , due to the increase of the number of migrants and their 
enrichment.
In this context, our client – a major international bank – is offering a « cash-to-
cash » money transfer service in 25 of its subsidiaries, in partnership with tier one 
money transfer operators (Western Union…).
",14.4,280.49
384,"•
",14.4,229.82768
384,"• Although the activity is globally profitable, its net banking income is pretty low 
",14.4,192.278
384,"and continuously decreasing. Our client thus asked VERTONE to help him 
identifying the opportunities to reverse this trend and develop the money 
transfer activity in its several implantation countries.
",27.96,179.64
384,"MAIN STEPS OF THE PROJECT
",14.184,138.26
384,"• Analyze the international money transfer market and identify its main trends and 
",14.424,116.71000000000001
384,"RESULTS
",388.46,120.64
384,"opportunities.
",27.984,104.112
384,"• Analyze the performance of the current money transfer offer deployed in the 
",14.424,91.512
384,"bank’s subsidiaries.
",27.984,78.912
384,"• Determine the money transfer revenue growth options for the subsidiaries 
",14.424,66.33
384,"according to local issues.
",27.984,53.688
384,"• Quantify the potential income earnings of selected strategic options
",14.424,41.088
384,"• Realization of a study on the international money transfer market.
• Audit of the current money transfer offer of the client.
• Realization of a benchmark of competitors’ offers.
• Realization of a SWOT and definition of 3 strategic options.
• Mid-term financial modelization of the strategic options.
",388.68,98.592
385,"Definition of sales & marketing dashboards for a major international retail
bank
",58.752,392.948
385,"Bank - Revenues 2016 = 23,6 Billions € - 30 M Customers
",219.89,327.1
385,"CONTEXT AND OBJECTIVES
",14.184,302.01
385,"• Our client, a major international retail bank, wishes to set up sales & 
",14.064,280.768
385,"marketing dashboards for its African entities
",27.648,268.13
385,"• These dashboards are intended to help entities to manage: 
",14.064,252.53
385,"• the commercial efficiency and the sales production of their sales force
• a « client centric vision » of their client portfolios
",35.088,237.41
385,"MAIN STEPS OF THE PROJECT
",14.184,169.79
385,"• Analysis of the first versions of the dashboards
• Presentation of these first versions to entities in order to obtain their
",14.064,148.54
385,"validation and to identify their evolution wishes
",27.648,122.38
385,"• Redaction of the expressions of needs
• On-site travel to gather additionnal needs from the entities in order to 
",14.064,108.67
385,"identify the new dashboards needed to cover the whole scope
",27.648,82.512
385,"• Definition and redaction of the implementation roadmap
",14.064,68.952
385,"Extract of a dashboard
",496.49,270.44000000000005
385,"RESULTS
",388.46,128.37
385,"• Validation of the dashboards by the entities
• Redaction of the expressions of needs related to the first 
",388.42,106.512
385,"dashboards
",401.98,78.312
385,"• Definition of the roadmap for 2018
",388.42,62.712
385,"385
",675.5,14.901120000000002
386,"Growth strategy for the money transfer offer of an international bank
",70.44,379.28
386,"CONTEXT AND OBJECTIVES
",14.184,302.01
386,"Mapping of international remittances flows
",453.17,299.588
386,"Bank - Revenue 2016 = 25,7 billion € - 30 M customers
",225.41,326.91799999999995
386,"• The international remittances market, whose yearly global value is now higher 
than official development assistance, has been continuously growing since the 
beginning of the 2000’s , due to the increase of the number of migrants and their 
enrichment.
In this context, our client – a major international bank – is offering a « cash-to-
cash » money transfer service in 25 of its subsidiaries, in partnership with tier one 
money transfer operators (Western Union…).
",14.4,280.49
386,"•
",14.4,229.82768
386,"• Although the activity is globally profitable, its net banking income is pretty low 
",14.4,192.278
386,"and continuously decreasing. Our client thus asked VERTONE to help him 
identifying the opportunities to reverse this trend and develop the money 
transfer activity in its several implantation countries.
",27.96,179.64
386,"MAIN STEPS OF THE PROJECT
",14.184,138.26
386,"• Analyze the international money transfer market and identify its main trends and 
",14.424,116.71000000000001
386,"RESULTS
",388.46,120.64
386,"opportunities.
",27.984,104.112
386,"• Analyze the performance of the current money transfer offer deployed in the 
",14.424,91.512
386,"bank’s subsidiaries.
",27.984,78.912
386,"• Determine the money transfer revenue growth options for the subsidiaries 
",14.424,66.33
386,"according to local issues.
",27.984,53.688
386,"• Quantify the potential income earnings of selected strategic options
",14.424,41.088
386,"• Realization of a study on the international money transfer market.
• Audit of the current money transfer offer of the client.
• Realization of a benchmark of competitors’ offers.
• Realization of a SWOT and definition of 3 strategic options.
• Mid-term financial modelization of the strategic options.
",388.68,98.592
